Results of 1 iteration
Message delay 1: 0:00:00.002522
Message delay 2: 0:00:00.002058
Message delay 3: 0:00:00.002570
Message delay 4: 0:00:00.002044
Message delay 5: 0:00:00.001893
Message delay 6: 0:00:00.001463
Message delay 7: 0:00:00.001246
Message delay 8: 0:00:00.001433
Message delay 9: 0:00:00.001320
Message delay 10: 0:00:00.001450
Message delay 11: 0:00:00.001566
Message delay 12: 0:00:00.001611
Message delay 13: 0:00:00.001465
Message delay 14: 0:00:00.001312
Message delay 15: 0:00:00.001272
Message delay 16: 0:00:00.001309
Message delay 17: 0:00:00.001281
Message delay 18: 0:00:00.001237
Message delay 19: 0:00:00.001174
Message delay 20: 0:00:00.001221
Message delay 21: 0:00:00.001483
Message delay 22: 0:00:00.001620
Message delay 23: 0:00:00.002866
Message delay 24: 0:00:00.002004
Message delay 25: 0:00:00.001518
Message delay 26: 0:00:00.001820
Message delay 27: 0:00:00.001266
Message delay 28: 0:00:00.001216
Message delay 29: 0:00:00.001164
Message delay 30: 0:00:00.001150
Message delay 31: 0:00:00.001146
Message delay 32: 0:00:00.001176
Message delay 33: 0:00:00.001202
Message delay 34: 0:00:00.001163
Message delay 35: 0:00:00.001181
Message delay 36: 0:00:00.001182
Message delay 37: 0:00:00.001163
Message delay 38: 0:00:00.016286
Message delay 39: 0:00:00.015662
Message delay 40: 0:00:00.015249
Message delay 41: 0:00:00.014877
Message delay 42: 0:00:00.014526
Message delay 43: 0:00:00.014157
Message delay 44: 0:00:00.013767
Message delay 45: 0:00:00.013375
Message delay 46: 0:00:00.012981
Message delay 47: 0:00:00.012583
Message delay 48: 0:00:00.012210
Message delay 49: 0:00:00.011829
Message delay 50: 0:00:00.011421
Message delay 51: 0:00:00.011043
Message delay 52: 0:00:00.010643
Message delay 53: 0:00:00.010261
Message delay 54: 0:00:00.009906
Message delay 55: 0:00:00.009562
Message delay 56: 0:00:00.009155
Message delay 57: 0:00:00.008702
Message delay 58: 0:00:00.008285
Message delay 59: 0:00:00.007796
Message delay 60: 0:00:00.007349
Message delay 61: 0:00:00.007001
Message delay 62: 0:00:00.006644
Message delay 63: 0:00:00.006313
Message delay 64: 0:00:00.005972
Message delay 65: 0:00:00.005635
Message delay 66: 0:00:00.005300
Message delay 67: 0:00:00.004946
Message delay 68: 0:00:00.004594
Message delay 69: 0:00:00.004236
Message delay 70: 0:00:00.004701
Message delay 71: 0:00:00.001445
Message delay 72: 0:00:00.001395
Message delay 73: 0:00:00.001303
Message delay 74: 0:00:00.001310
Message delay 75: 0:00:00.001319
Message delay 76: 0:00:00.001305
Message delay 77: 0:00:00.001351
Message delay 78: 0:00:00.001386
Message delay 79: 0:00:00.001392
Message delay 80: 0:00:00.001415
Message delay 81: 0:00:00.001259
Message delay 82: 0:00:00.000949
Message delay 83: 0:00:00.000996
Message delay 84: 0:00:00.001120
Message delay 85: 0:00:00.001041
Message delay 86: 0:00:00.001015
Message delay 87: 0:00:00.001045
Message delay 88: 0:00:00.001044
Message delay 89: 0:00:00.001008
Message delay 90: 0:00:00.001002
Message delay 91: 0:00:00.001003
Message delay 92: 0:00:00.001024
Message delay 93: 0:00:00.001041
Message delay 94: 0:00:00.001076
Message delay 95: 0:00:00.001110
Message delay 96: 0:00:00.001065
Message delay 97: 0:00:00.001058
Message delay 98: 0:00:00.001054
Message delay 99: 0:00:00.001056
Message delay 100: 0:00:00.001100
Message delay 101: 0:00:00.001074
Message delay 102: 0:00:00.001007
Message delay 103: 0:00:00.001156
Message delay 104: 0:00:00.001292
Message delay 105: 0:00:00.001269
Message delay 106: 0:00:00.001310
Message delay 107: 0:00:00.001306
Message delay 108: 0:00:00.001135
Message delay 109: 0:00:00.001015
Message delay 110: 0:00:00.000999
Message delay 111: 0:00:00.001001
Message delay 112: 0:00:00.001007
Message delay 113: 0:00:00.001046
Message delay 114: 0:00:00.001057
Message delay 115: 0:00:00.001030
Message delay 116: 0:00:00.001027
Message delay 117: 0:00:00.001007
Message delay 118: 0:00:00.001004
Message delay 119: 0:00:00.001010
Message delay 120: 0:00:00.000923

Results of 2 iteration
Message delay 1: 0:00:00.013644
Message delay 2: 0:00:00.013428
Message delay 3: 0:00:00.013251
Message delay 4: 0:00:00.013079
Message delay 5: 0:00:00.012914
Message delay 6: 0:00:00.012748
Message delay 7: 0:00:00.012563
Message delay 8: 0:00:00.012392
Message delay 9: 0:00:00.012228
Message delay 10: 0:00:00.012062
Message delay 11: 0:00:00.016143
Message delay 12: 0:00:00.015994
Message delay 13: 0:00:00.015839
Message delay 14: 0:00:00.015678
Message delay 15: 0:00:00.015521
Message delay 16: 0:00:00.015359
Message delay 17: 0:00:00.015202
Message delay 18: 0:00:00.015044
Message delay 19: 0:00:00.014887
Message delay 20: 0:00:00.014727
Message delay 21: 0:00:00.014549
Message delay 22: 0:00:00.014385
Message delay 23: 0:00:00.014225
Message delay 24: 0:00:00.014066
Message delay 25: 0:00:00.013912
Message delay 26: 0:00:00.013753
Message delay 27: 0:00:00.013589
Message delay 28: 0:00:00.013418
Message delay 29: 0:00:00.013252
Message delay 30: 0:00:00.013082
Message delay 31: 0:00:00.012861
Message delay 32: 0:00:00.012707
Message delay 33: 0:00:00.012561
Message delay 34: 0:00:00.012412
Message delay 35: 0:00:00.012265
Message delay 36: 0:00:00.012115
Message delay 37: 0:00:00.011971
Message delay 38: 0:00:00.011821
Message delay 39: 0:00:00.011675
Message delay 40: 0:00:00.011525
Message delay 41: 0:00:00.011380
Message delay 42: 0:00:00.011230
Message delay 43: 0:00:00.011085
Message delay 44: 0:00:00.010934
Message delay 45: 0:00:00.010787
Message delay 46: 0:00:00.010638
Message delay 47: 0:00:00.010492
Message delay 48: 0:00:00.010300
Message delay 49: 0:00:00.010074
Message delay 50: 0:00:00.009840
Message delay 51: 0:00:00.009616
Message delay 52: 0:00:00.009386
Message delay 53: 0:00:00.008980
Message delay 54: 0:00:00.007506
Message delay 55: 0:00:00.007190
Message delay 56: 0:00:00.006903
Message delay 57: 0:00:00.006631
Message delay 58: 0:00:00.006348
Message delay 59: 0:00:00.005134
Message delay 60: 0:00:00.001860
Message delay 61: 0:00:00.001212
Message delay 62: 0:00:00.000928
Message delay 63: 0:00:00.002499
Message delay 64: 0:00:00.001777
Message delay 65: 0:00:00.001477
Message delay 66: 0:00:00.001187
Message delay 67: 0:00:00.001441
Message delay 68: 0:00:00.000997
Message delay 69: 0:00:00.000943
Message delay 70: 0:00:00.002309
Message delay 71: 0:00:00.001751
Message delay 72: 0:00:00.001439
Message delay 73: 0:00:00.001464
Message delay 74: 0:00:00.000938
Message delay 75: 0:00:00.000800
Message delay 76: 0:00:00.000787
Message delay 77: 0:00:00.000781
Message delay 78: 0:00:00.000778
Message delay 79: 0:00:00.000829
Message delay 80: 0:00:00.000840
Message delay 81: 0:00:00.000785
Message delay 82: 0:00:00.000836
Message delay 83: 0:00:00.000872
Message delay 84: 0:00:00.000913
Message delay 85: 0:00:00.000844
Message delay 86: 0:00:00.000767
Message delay 87: 0:00:00.000795
Message delay 88: 0:00:00.000814
Message delay 89: 0:00:00.000812
Message delay 90: 0:00:00.000782
Message delay 91: 0:00:00.000772
Message delay 92: 0:00:00.000817
Message delay 93: 0:00:00.000788
Message delay 94: 0:00:00.007592
Message delay 95: 0:00:00.007246
Message delay 96: 0:00:00.007063
Message delay 97: 0:00:00.006900
Message delay 98: 0:00:00.006738
Message delay 99: 0:00:00.006586
Message delay 100: 0:00:00.006431
Message delay 101: 0:00:00.006281
Message delay 102: 0:00:00.006126
Message delay 103: 0:00:00.005961
Message delay 104: 0:00:00.007236
Message delay 105: 0:00:00.007093
Message delay 106: 0:00:00.006938
Message delay 107: 0:00:00.006795
Message delay 108: 0:00:00.006639
Message delay 109: 0:00:00.006496
Message delay 110: 0:00:00.006354
Message delay 111: 0:00:00.006217
Message delay 112: 0:00:00.006071
Message delay 113: 0:00:00.005924
Message delay 114: 0:00:00.005774
Message delay 115: 0:00:00.005632
Message delay 116: 0:00:00.005482
Message delay 117: 0:00:00.005344
Message delay 118: 0:00:00.005205
Message delay 119: 0:00:00.005071
Message delay 120: 0:00:00.004933

Results of 3 iteration
Message delay 1: 0:00:00.014563
Message delay 2: 0:00:00.014284
Message delay 3: 0:00:00.014109
Message delay 4: 0:00:00.013948
Message delay 5: 0:00:00.013788
Message delay 6: 0:00:00.013640
Message delay 7: 0:00:00.013491
Message delay 8: 0:00:00.013348
Message delay 9: 0:00:00.013203
Message delay 10: 0:00:00.013027
Message delay 11: 0:00:00.012878
Message delay 12: 0:00:00.012740
Message delay 13: 0:00:00.012591
Message delay 14: 0:00:00.012452
Message delay 15: 0:00:00.012311
Message delay 16: 0:00:00.017764
Message delay 17: 0:00:00.017637
Message delay 18: 0:00:00.017505
Message delay 19: 0:00:00.017367
Message delay 20: 0:00:00.017234
Message delay 21: 0:00:00.017095
Message delay 22: 0:00:00.016962
Message delay 23: 0:00:00.016824
Message delay 24: 0:00:00.016691
Message delay 25: 0:00:00.016555
Message delay 26: 0:00:00.016423
Message delay 27: 0:00:00.016289
Message delay 28: 0:00:00.016156
Message delay 29: 0:00:00.016021
Message delay 30: 0:00:00.015889
Message delay 31: 0:00:00.015753
Message delay 32: 0:00:00.015574
Message delay 33: 0:00:00.015430
Message delay 34: 0:00:00.015260
Message delay 35: 0:00:00.015118
Message delay 36: 0:00:00.014984
Message delay 37: 0:00:00.014822
Message delay 38: 0:00:00.014685
Message delay 39: 0:00:00.014548
Message delay 40: 0:00:00.014333
Message delay 41: 0:00:00.014134
Message delay 42: 0:00:00.013993
Message delay 43: 0:00:00.013849
Message delay 44: 0:00:00.013713
Message delay 45: 0:00:00.013571
Message delay 46: 0:00:00.013427
Message delay 47: 0:00:00.013278
Message delay 48: 0:00:00.013133
Message delay 49: 0:00:00.012985
Message delay 50: 0:00:00.012828
Message delay 51: 0:00:00.012647
Message delay 52: 0:00:00.012440
Message delay 53: 0:00:00.012227
Message delay 54: 0:00:00.012011
Message delay 55: 0:00:00.011795
Message delay 56: 0:00:00.011575
Message delay 57: 0:00:00.011349
Message delay 58: 0:00:00.010488
Message delay 59: 0:00:00.010088
Message delay 60: 0:00:00.009804
Message delay 61: 0:00:00.009543
Message delay 62: 0:00:00.009295
Message delay 63: 0:00:00.009034
Message delay 64: 0:00:00.008733
Message delay 65: 0:00:00.016652
Message delay 66: 0:00:00.009020
Message delay 67: 0:00:00.008101
Message delay 68: 0:00:00.007931
Message delay 69: 0:00:00.007769
Message delay 70: 0:00:00.007616
Message delay 71: 0:00:00.007420
Message delay 72: 0:00:00.007245
Message delay 73: 0:00:00.007092
Message delay 74: 0:00:00.006910
Message delay 75: 0:00:00.006761
Message delay 76: 0:00:00.006619
Message delay 77: 0:00:00.006474
Message delay 78: 0:00:00.006333
Message delay 79: 0:00:00.006189
Message delay 80: 0:00:00.006050
Message delay 81: 0:00:00.005835
Message delay 82: 0:00:00.005631
Message delay 83: 0:00:00.006991
Message delay 84: 0:00:00.006856
Message delay 85: 0:00:00.006714
Message delay 86: 0:00:00.006564
Message delay 87: 0:00:00.006418
Message delay 88: 0:00:00.006282
Message delay 89: 0:00:00.006143
Message delay 90: 0:00:00.006003
Message delay 91: 0:00:00.005853
Message delay 92: 0:00:00.005712
Message delay 93: 0:00:00.005563
Message delay 94: 0:00:00.005418
Message delay 95: 0:00:00.005252
Message delay 96: 0:00:00.005074
Message delay 97: 0:00:00.004842
Message delay 98: 0:00:00.004598
Message delay 99: 0:00:00.004363
Message delay 100: 0:00:00.004119
Message delay 101: 0:00:00.003880
Message delay 102: 0:00:00.004083
Message delay 103: 0:00:00.000910
Message delay 104: 0:00:00.000888
Message delay 105: 0:00:00.000798
Message delay 106: 0:00:00.000925
Message delay 107: 0:00:00.000910
Message delay 108: 0:00:00.000869
Message delay 109: 0:00:00.000813
Message delay 110: 0:00:00.000784
Message delay 111: 0:00:00.000755
Message delay 112: 0:00:00.000751
Message delay 113: 0:00:00.000741
Message delay 114: 0:00:00.000734
Message delay 115: 0:00:00.000813
Message delay 116: 0:00:00.000960
Message delay 117: 0:00:00.002114
Message delay 118: 0:00:00.001613
Message delay 119: 0:00:00.001963
Message delay 120: 0:00:00.001675

Results of 4 iteration
Message delay 1: 0:00:00.000918
Message delay 2: 0:00:00.000653
Message delay 3: 0:00:00.000995
Message delay 4: 0:00:00.000903
Message delay 5: 0:00:00.000857
Message delay 6: 0:00:00.000828
Message delay 7: 0:00:00.000846
Message delay 8: 0:00:00.000819
Message delay 9: 0:00:00.000805
Message delay 10: 0:00:00.000797
Message delay 11: 0:00:00.000790
Message delay 12: 0:00:00.000789
Message delay 13: 0:00:00.000793
Message delay 14: 0:00:00.000787
Message delay 15: 0:00:00.000774
Message delay 16: 0:00:00.000811
Message delay 17: 0:00:00.000808
Message delay 18: 0:00:00.000805
Message delay 19: 0:00:00.000808
Message delay 20: 0:00:00.000867
Message delay 21: 0:00:00.000959
Message delay 22: 0:00:00.001010
Message delay 23: 0:00:00.001150
Message delay 24: 0:00:00.002155
Message delay 25: 0:00:00.001516
